loss,epoch
4.062051446541496,1
1.6111965853234995,2
1.2037459495274916,3
1.1072349885235662,4
1.080271170191143,5
1.0613272047561149,6
1.023957382077756,7
0.9803257701189622,8
0.950871052949325,9
0.933828064928884,10
0.9412079673746357,11
0.9179859666720681,12
0.9101075413434402,13
0.9134312764458035,14
0.9012575525304546,15
0.9008758417938066,16
0.8918813700261323,17
0.8931576816932015,18
0.8803707775862321,19
0.893835037946701,20
0.885531097650528,21
0.8720664291278176,22
0.8885272391464399,23
0.8691173014433488,24
0.8707877047683882,25
0.8693706069303595,26
0.866392609865769,27
0.8703609031179677,28
0.8579356942487799,29
0.8659310392711473,30
0.8572859297627988,31
0.8479639641616655,32
0.8461173267468162,33
0.8576624056567317,34
0.8501614034175873,35
0.8582703898782316,36
0.8479969955008962,37
0.8491946769797284,38
0.8456599116325378,39
0.8396656124488168,40
0.858247609242149,41
0.839677482843399,42
0.8416382864765499,43
0.8391431479350381,44
0.8442448209161344,45
0.838472429824912,46
0.8346553755843121,47
0.8347063323725825,48
0.8453880056090977,49
0.8401613002238066,50
0.8301238301007644,51
0.8320499153240867,52
0.8371930705464404,53
0.8365670183430547,54
0.835869418538135,55
0.8256442948527958,56
0.8257783158965732,57
0.8296370260093523,58
0.826305047325466,59
0.8301820677259694,60
0.8224425730497941,61
0.8222705592279849,62
0.828455590683481,63
0.8222873223864514,64
0.8251895425112351,65
0.8243253671604654,66
0.8210611472959104,67
0.820077007231505,68
0.8170159459114075,69
0.8217245638370514,70
0.8194931382718293,71
0.8169049050496973,72
0.819940429666768,73
0.8139756140501603,74
0.8193183126656906,75
0.8141936361789703,76
0.8185419129288715,77
0.8195500477500584,78
0.8193947076797485,79
0.8167953854021819,80
0.8194797622120898,81
0.810077349776807,82
0.8105445866999419,83
0.8082369799199312,84
0.8056279381980067,85
0.8092996633571127,86
0.8095323365667592,87
0.8057292466578276,88
0.8090337825858075,89
0.8032762408256531,90
0.8104132582312045,91
0.8093705656735793,92
0.80654511373976,93
0.8069760151531385,94
0.8034258705118428,95
0.800672849883204,96
0.7983785245729529,97
0.7991480671841166,98
0.7973709806152012,99
0.8022327332392983,100
0.800247873948968,101
0.7977685928344727,102
0.7962471220804297,103
0.8022230384142502,104
0.8009780982266301,105
0.8090321628943734,106
0.8044466687285382,107
0.8005758770134138,108
0.7953282089337058,109
0.792238078687502,110
0.79228006756824,111
0.7981338513934094,112
0.8034029304981232,113
0.7963380282339843,114
0.7926584184169769,115
0.789071737424187,116
0.7924737204676089,117
0.7919197302797566,118
0.7896734424259352,119
0.7914221014665521,120
0.7890383225420247,121
0.7932122427484264,122
0.7882193547228108,123
0.7886704569277556,124
0.7885809761026631,125
0.7909430433874545,126
0.7927216433960459,127
0.7855809408685436,128
0.7862757884937784,129
0.790607723204986,130
0.7861510644788328,131
0.7923751032870748,132
0.7836760425049326,133
0.7856116605841595,134
0.7800297957399617,135
0.7843059871507727,136
0.7883894832237907,137
0.7851591809936191,138
0.7842130790586057,139
0.7814387368119281,140
0.7829917993234552,141
0.7862272482851277,142
0.7850445327551469,143
0.7867593804131383,144
0.7783607270406641,145
0.7765306441680245,146
0.7739377008832019,147
0.7780501350112583,148
0.7775163261786752,149
0.7798891287782918,150
0.7750950766646344,151
0.7763334305390067,152
0.7749370764131132,153
0.7768541263497394,154
0.7764566877613897,155
0.7760754966217539,156
0.7726930651975714,157
0.7736472629982493,158
0.7693119917226874,159
0.7690909919531449,160
0.7686172684897548,161
0.7684973543104918,162
0.7682109773159027,163
0.7722465538460276,164
0.7689996582010518,165
0.767513025066127,166
0.7702766501385233,167
0.7665238820988199,168
0.7684354561826457,169
0.7730953822965208,170
0.7703159879083219,171
0.7664615498936694,172
0.7652553967807604,173
0.770993718634481,174
0.7662201446035634,175
0.7651352195636086,176
0.7645591108695321,177
0.7685009292934252,178
0.7622342265170553,179
0.7594919126966725,180
0.7615505197773809,181
0.7587220435557158,182
0.7581960286783136,183
0.7563244350578474,184
0.7608493320319963,185
0.7599177930666052,186
0.7586135695809904,187
0.7567470864109371,188
0.7518345830233201,189
0.7544349730014801,190
0.7531381715898928,191
0.753875538058903,192
0.7474486167016237,193
0.7486863512059917,194
0.7456254868403726,195
0.7464951419312021,196
0.7432654357474783,197
0.7445072648317917,198
0.7451566405918287,199
0.7463951512523319,200
