loss,epoch
546.8971408346425,1
518.5829547384511,2
513.2767397009808,3
486.3520630546238,4
472.39795353101647,5
454.6910864788553,6
446.5354461669922,7
434.02745719577956,8
420.90661985977835,9
404.9691686215608,10
386.01008241072947,11
377.8888198189114,12
370.1096997468368,13
363.96003043133277,14
360.3972751783288,15
356.25726766171664,16
351.3702112280804,17
347.4355934806492,18
342.46838644276494,19
337.00944154158884,20
334.803385693094,21
332.9784181014351,22
332.0112138831097,23
328.76792874543565,24
325.751452902089,25
322.30756726472276,26
318.2383135919986,27
314.0443438654361,28
310.39939183774203,29
305.69311059039575,30
301.28463131448495,31
298.8875891644022,32
296.8951409381369,33
296.0679742564326,34
293.2528225442638,35
290.9094351063604,36
286.65772462927777,37
282.74652696692425,38
279.8435295768406,39
276.09135768724525,40
272.4925074370011,41
270.6618537902832,42
268.66420016081435,43
265.8846909896187,44
264.8481448629628,45
262.65973348202914,46
259.92125436534053,47
257.9696671859078,48
255.8265976283861,49
254.760241964589,50
254.00049176423445,51
253.54753577190897,52
252.81921204276708,53
251.1124269236689,54
250.48365767105767,55
248.25757350092348,56
247.2602661796238,57
245.4238569840141,58
243.7436760612156,59
240.7428554037343,60
238.6176981718644,61
237.81625266697097,62
235.85273460719895,63
234.4798877550208,64
233.25110758905825,65
231.8575097788935,66
231.756313489831,67
230.19911376289699,68
229.6204024605129,69
229.367093625276,70
229.05272376019022,71
228.4074240974758,72
227.3346056730851,73
226.64987464573073,74
225.2183776523756,75
224.09697706803033,76
222.74958054915717,77
222.7562380251677,78
221.6352598770805,79
220.64764454053795,80
220.22253534068233,81
219.9867812446926,82
219.70471340677014,83
218.0793224832286,84
217.8379655920941,85
216.58598228122878,86
215.5307786361031,87
215.17130893209705,88
214.55370181539783,89
213.0787181024966,90
212.2792389911154,91
210.97311252096424,92
211.5737939917523,93
209.99089166392451,94
209.26365197223166,95
209.1841679448667,96
209.2564054572064,97
209.4221667414126,98
208.3987624126932,99
207.5532989501953,100
207.02805179098377,101
206.71079395128334,102
205.63195485654086,103
205.41600243941596,104
205.17812513268512,105
203.85519807235053,106
203.48697695524797,107
203.49938674595046,108
201.7297651871391,109
202.23258789725926,110
201.01131439208984,111
200.47605365255603,112
199.70418565169624,113
199.56047903973123,114
199.13047085637632,115
199.20913853852645,116
198.55213281382686,117
197.64876514932385,118
198.36097219715947,119
197.06762214328933,120
196.86123756740403,121
196.2239514226499,122
196.39218637217647,123
195.523123367973,124
195.28621176014775,125
194.7178668146548,126
193.87664728579313,127
192.90426287443742,128
191.87978280108908,129
190.6721816684889,130
190.77715542005456,131
190.41221585481063,132
189.0922963515572,133
188.53524664173955,134
187.94927348261294,135
187.21284916089928,136
185.67525515349016,137
186.5090978041939,138
184.15414395539656,139
185.05162761522377,140
184.3405584252399,141
183.07634220952573,142
183.276134988536,143
181.52829004370648,144
182.19246316992718,145
182.1289458896803,146
181.17227288951045,147
181.0253627611243,148
181.21007090029508,149
180.6644642871359,150
180.44461250305176,151
179.35389502152154,152
178.76014170439348,153
178.24502779089886,154
178.87135066156802,155
177.71929898469344,156
178.459378781526,157
177.88132791933805,158
177.09220803302267,159
176.62116863416588,160
175.80036063816237,161
175.6689516150433,162
174.56530496348506,163
175.35320016612178,164
174.69163828310758,165
174.53170021720555,166
175.16858689681342,167
173.59502502109694,168
173.67665614252505,169
172.54050735805345,170
172.20227846891984,171
172.60694661347762,172
172.32119386092475,173
172.06827097353727,174
171.31447211555812,175
171.6274118008821,176
171.0786365840746,177
170.64102371879247,178
170.2219005253004,179
169.91952979046366,180
169.88221641208816,181
170.15800442902938,182
170.93290071902067,183
169.15941719386888,184
168.81996685525647,185
168.4767194830853,186
167.51687240600586,187
167.5560306051503,188
167.4141624284827,189
167.04822208570397,190
167.0159329124119,191
167.3464776744013,192
166.70474450484565,193
165.1310579051142,194
165.63497758948284,195
165.43268527155337,196
165.06480523814326,197
163.4936692611031,198
163.81269869597062,199
163.13285454459813,200
162.9544316167417,201
163.21722271131432,202
162.43538823335066,203
161.93912953915805,204
161.96104406273884,205
162.09246013475502,206
161.49235982480258,207
161.24456903208858,208
160.8831742328146,209
161.1195060895837,210
160.95107659049657,211
160.20941502115002,212
159.97434980972955,213
160.48923301696777,214
159.8247828276261,215
