loss,epoch
561.1180234162704,1
551.2082274063774,2
547.3084292204484,3
545.0138380631157,4
542.8326744411303,5
539.6231211786685,6
537.5154591435971,7
535.2771261463995,8
532.9671591053839,9
529.9371165399966,10
526.600932577382,11
523.0586464923362,12
519.5310450014861,13
516.6562931226647,14
513.5327854985776,15
510.96071492070735,16
508.97121694813603,17
507.07734315291697,18
504.7704918902853,19
503.3359202509341,20
501.0794399095618,21
499.6745923913044,22
497.6852970952573,23
495.20688960863197,24
494.05408743153447,25
491.6432641070822,26
489.54659238068956,27
487.3814617654552,28
485.88018102231234,29
483.68952510667884,30
481.31688623842984,31
478.85481394892156,32
478.291712221892,33
475.967657338018,34
474.28533139436144,35
472.2458665267281,36
470.16145789104957,37
468.5725329855214,38
466.2738076914912,39
466.1251824420431,40
463.64906344206435,41
461.8625196373981,42
460.3573127414869,43
458.68091052511465,44
457.8480722178584,45
456.37059684421706,46
455.34230738100797,47
451.85244817319125,48
451.52693939208984,49
450.3257164333178,50
449.30450439453125,51
448.7097635683806,52
447.75298375668734,53
446.332939479662,54
443.4244839212169,55
445.0386508444081,56
444.039342465608,57
442.38647693136465,58
441.5802234152089,59
440.7095380036727,60
440.06081722093666,61
437.6495749432108,62
439.2571225373641,63
436.6138179613196,64
434.7220525326936,65
433.3627581389054,66
433.59523408309275,67
434.30975905708647,68
433.1701968649159,69
431.7543401303499,70
430.0378547336744,71
430.4213933530061,72
429.8743976095448,73
429.77661464525306,74
426.7353426062542,75
426.76891724959665,76
427.61296910824984,77
426.87197477921194,78
426.6123212731403,79
425.73776543658715,80
423.36887425961703,81
423.1302291206692,82
423.09246195917547,83
422.35951332423997,84
422.09020564867103,85
421.20099374522334,86
420.69616433848506,87
421.19226538616675,88
420.519611524499,89
420.67497551959497,90
420.61174973197603,91
418.40394492771316,92
418.4478875865107,93
418.3806739475416,94
416.9134886368461,95
416.99956777821416,96
416.5969861901325,97
415.70268614395803,98
416.3918984454611,99
414.68972280751103,100
413.9852294921875,101
414.71481754468834,102
413.69375311810035,103
413.2833202196204,104
412.3059506623641,105
412.00935828167457,106
412.1235517418903,107
411.57544675080675,108
410.85598953910494,109
412.1156947923743,110
410.2402094965396,111
410.27799622908884,112
410.0978575996731,113
409.12410835597825,114
408.07980844248897,115
409.91704161270803,116
408.3699659264606,117
409.0570234215778,118
408.7435369076936,119
406.79599927819294,120
406.3258978802225,121
407.2120162300442,122
407.51294973622197,123
408.1566480553669,124
408.74477220618206,125
405.9432024748429,126
406.84431822403616,127
405.06957178530484,128
404.9704808774202,129
404.4388298366381,130
405.0441489841627,131
405.53228560737944,132
403.2343756634256,133
402.4895546954611,134
403.96464671259344,135
403.93026965597403,136
403.3806600156038,137
402.94275134542715,138
402.0799321713655,139
400.946720952573,140
401.9626239279042,141
402.66045147439706,142
401.02560657003653,143
402.2084058678669,144
401.1523218569548,145
400.27138850999916,146
400.2665328979492,147
399.3446642004925,148
401.5046824579654,149
401.0489581564198,150
399.4338767010233,151
399.3829942786175,152
398.08777784264606,153
399.1679647694463,154
399.3217554507048,155
400.5711726313052,156
399.08912691862685,157
397.86277870509934,158
397.78802490234375,159
397.4682666944421,160
396.3819799008577,161
396.7484509011974,162
396.63817530092984,163
398.1850536180579,164
396.04751255201256,165
397.94061577838403,166
398.57176108982253,167
397.72978243620497,168
397.1296973850416,169
397.411853292714,170
395.78436843208647,171
397.3102032205333,172
398.77307394276494,173
394.85286778989047,174
